date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2024-09-01 23:56:30,778,5073,1056,1022,1330,267,4500,-2,47,572
2024-09-01 23:47:23,777,5143,1112,1027,1321,255,4539,-2,48,603
2024-09-01 23:39:21,779,5253,1109,1025,1325,254,4541,-2,49,711
2024-09-01 23:30:31,818,5311,1139,1031,1327,246,4608,-2,47,703
2024-09-01 23:25:20,833,5407,1138,1038,1328,233,4616,-2,47,790
2024-09-01 23:16:46,860,5397,1167,1047,1328,230,4682,-2,45,715
2024-09-01 23:08:44,828,5484,1233,1050,1324,225,4712,-2,46,771
2024-09-01 22:59:28,780,5517,1314,1054,1333,194,4720,-2,47,797
2024-09-01 22:55:27,777,5515,1303,1051,1327,187,4693,-2,49,821
2024-09-01 22:46:15,802,5680,1323,1075,1321,233,4803,-2,49,876
2024-09-01 22:38:27,838,5631,1332,1074,1326,156,4777,-2,50,853
2024-09-01 22:29:26,824,5727,1323,1073,1326,157,4753,-2,49,973
2024-09-01 22:25:33,845,5772,1320,1072,1329,166,4780,-1,48,991
2024-09-01 22:16:24,862,5924,1356,1078,1331,163,4839,-1,49,1085
2024-09-01 22:08:44,849,5916,1372,1074,1326,153,4823,-1,47,1092
2024-09-01 21:59:40,795,5986,1390,1072,1324,163,4791,-1,47,1195
2024-09-01 21:58:34,783,6006,1394,1069,1327,165,4785,-1,47,1220
2024-09-01 21:49:32,819,5992,1381,1068,1323,165,4826,-2,48,1166
2024-09-01 21:39:47,820,6138,1389,1079,1326,166,4851,-2,49,1287
2024-09-01 21:30:33,828,6093,1390,1077,1324,168,4857,-2,48,1235
2024-09-01 21:25:28,832,6180,1390,1079,1322,170,4864,-1,50,1315
2024-09-01 21:00:30,859,6238,1471,1070,1325,179,4977,-1,50,1261
2024-09-01 20:55:49,864,6221,1456,1075,1333,179,4979,-1,49,1241
2024-09-01 20:46:40,868,6237,1469,1076,1317,184,4985,-1,49,1251
2024-09-01 20:38:27,863,6214,1438,1078,1323,186,4959,-1,49,1255
2024-09-01 20:29:40,855,6275,1428,1077,1325,193,4949,-1,49,1326
2024-09-01 20:18:48,819,6136,1391,1072,1325,217,4893,-2,47,1243
2024-09-01 20:08:47,807,6108,1382,1064,1325,219,4867,-1,48,1240
2024-09-01 19:59:29,858,5984,1446,1069,1328,211,4961,0,48,1023
2024-09-01 19:57:40,860,6005,1465,1073,1329,217,4993,0,48,1012
2024-09-01 19:48:19,856,5937,1441,1067,1328,209,4954,2,49,982
2024-09-01 19:39:20,861,5884,1409,1073,1324,173,4906,10,48,977
2024-09-01 19:30:41,843,5840,1396,1070,1323,182,4890,20,48,949
2024-09-01 19:25:37,828,5795,1361,1069,1326,187,4851,24,47,943
2024-09-01 19:17:35,814,5793,1361,1066,1323,201,4853,38,48,939
2024-09-01 19:08:48,816,5728,1358,1057,1328,222,4901,68,48,827
2024-09-01 18:59:25,855,5720,1362,1029,1330,232,4949,92,47,770
2024-09-01 18:55:25,854,5659,1354,1027,1326,241,4959,106,48,699
2024-09-01 18:46:45,839,5595,1292,1007,1323,261,4904,132,47,691
2024-09-01 18:38:23,817,5600,1284,988,1325,269,4887,154,48,712
2024-09-01 18:29:40,803,5550,1294,977,1330,288,4931,188,48,618
2024-09-01 18:25:39,782,5535,1290,976,1328,289,4925,207,48,609
2024-09-01 18:17:37,771,5508,1216,957,1326,311,4868,236,48,639
2024-09-01 18:08:52,782,5465,1204,956,1322,331,4929,280,48,536
2024-09-01 17:59:34,826,5420,1257,966,1322,304,5028,300,49,392
2024-09-01 17:55:29,809,5414,1122,966,1321,328,4903,298,48,510
2024-09-01 17:46:19,782,5366,1077,963,1325,386,4922,338,48,443
2024-09-01 17:38:20,746,5297,1080,959,1327,373,4905,372,47,391
2024-09-01 17:29:27,739,5279,1039,942,1326,355,4820,369,47,458
2024-09-01 17:25:15,745,5329,998,942,1323,364,4809,386,47,519
2024-09-01 17:17:46,735,5221,987,937,1327,371,4807,401,46,414
2024-09-01 17:08:52,738,5153,988,938,1329,353,4813,418,46,340
2024-09-01 16:59:17,764,5159,930,949,1327,370,4849,460,45,310
2024-09-01 16:57:36,757,5158,877,947,1323,376,4787,458,45,371
2024-09-01 16:48:39,755,5117,866,946,1323,387,4761,435,44,356
2024-09-01 16:39:38,743,5047,863,951,1325,401,4793,460,46,254
2024-09-01 16:31:36,715,4989,871,933,1326,399,4773,478,47,216
2024-09-01 16:26:35,714,4982,849,933,1322,377,4749,505,46,233
